Id,MU2020,MU2015,MU2010,MU2005,MU2000,MU1995,MU1990
10071,1,1,0,0,0,0,0
10072,1,1,0,1,1,0,0
10073,1,1,0,0,0,0,0
10076,1,1,1,1,1,1,1
10077,1,1,1,1,1,1,1
10083,1,1,1,1,1,1,1
10084,1,1,1,1,1,1,1
10085,1,1,1,1,1,0,0
10086,1,1,1,1,1,0,0
10101,1,1,1,1,1,1,1
10102,1,1,1,1,1,1,1
10103,1,1,1,1,1,1,0
10104,1,1,1,1,1,1,0
10105,1,1,1,1,1,1,0
10106,1,1,1,0,0,0,0
10107,1,1,0,0,0,0,0
10113,1,1,1,1,1,0,1
10114,1,1,1,1,1,1,1
10115,1,1,1,1,1,1,1
10116,1,1,1,1,1,1,1
10117,1,1,1,1,1,1,1
10118,1,1,1,1,1,1,1
10119,1,1,1,1,1,1,1
10120,1,1,1,1,1,1,1
10121,1,1,1,1,1,1,1
10122,1,1,1,1,1,1,1
10123,1,1,1,1,1,1,1
10124,1,1,1,1,1,1,1
10125,1,1,1,1,1,1,1
10126,1,1,1,1,1,1,1
10127,1,1,1,1,1,1,1
10128,1,1,1,1,1,1,1
10129,1,1,1,1,1,1,1
10130,1,1,1,1,1,1,1
10131,1,1,1,1,1,1,1
10132,1,1,1,1,1,1,1
10133,1,1,1,1,1,1,1
10134,1,1,1,1,1,1,1
10135,1,1,1,1,1,1,1
10136,1,1,1,1,1,1,1
10137,1,1,1,1,1,1,1
10138,1,1,1,1,1,1,1
10139,1,1,1,1,1,1,1
10140,1,1,1,1,1,1,1
10141,1,1,1,1,1,1,1
10142,1,1,1,1,1,1,1
10143,1,1,1,1,1,1,1
10145,1,1,1,1,0,0,0
10219,1,1,1,1,0,0,0
10220,1,1,1,1,0,0,0
10221,1,1,1,1,0,0,0
10244,1,1,0,0,0,0,0
10245,1,1,0,1,1,0,0
10246,1,1,0,0,0,0,0
10249,1,1,1,0,0,0,0
10250,1,1,1,0,0,0,0
10254,1,0,0,0,0,0,0
10255,1,0,0,0,0,0,0
10257,1,1,1,0,0,0,0
10259,1,1,1,1,1,1,1
10272,1,1,1,1,0,0,0
10273,1,1,1,1,0,0,0
10274,1,1,1,1,1,0,0
10275,1,1,1,1,1,1,0
10276,1,1,1,1,1,1,0
10277,1,1,1,1,0,0,0
10278,1,1,1,0,0,0,0
10279,1,1,1,1,1,1,0
10280,1,1,1,1,1,1,0
10281,1,1,1,1,0,0,0
10287,1,1,1,1,1,0,1
10288,1,1,1,1,1,1,1
10289,1,1,1,1,1,1,1
10290,1,1,1,1,1,1,1
10291,1,1,1,1,1,1,1
10292,1,1,1,1,1,1,1
10293,1,1,1,1,1,1,1
10294,1,1,1,1,1,1,1
10295,1,1,1,1,1,1,1
10296,1,1,1,1,1,1,1
10297,1,1,1,1,1,1,1
10298,1,1,1,1,1,1,1
10299,1,1,1,1,1,1,1
10300,1,1,1,1,1,1,1
10301,1,1,1,1,1,1,1
10302,1,1,1,1,1,1,1
10303,1,1,1,1,1,1,1
10304,1,1,1,1,1,1,1
10305,1,1,1,1,1,1,1
10306,1,1,1,1,1,1,1
10307,1,1,1,1,1,1,1
10308,1,1,1,1,1,1,1
10309,1,1,1,1,1,1,1
10310,1,1,1,1,1,1,1
10311,1,1,1,1,1,1,1
10312,1,1,1,1,1,1,1
10313,1,1,1,1,1,1,1
10314,1,1,1,1,1,1,1
10315,1,1,1,1,1,1,1
10316,1,1,1,1,1,1,1
10317,1,1,1,1,1,1,1
10318,1,1,1,1,0,0,0
10383,1,1,1,0,0,0,0
10384,1,1,1,0,0,0,0
10392,1,1,1,1,0,0,0
10393,1,1,1,1,0,0,0
10427,1,0,0,0,0,0,0
10428,1,0,0,0,0,0,0
10432,1,1,1,1,1,1,1
10442,1,0,0,0,0,0,0
10443,1,0,0,0,0,0,0
10444,1,0,0,0,0,0,0
10445,1,1,1,1,0,0,0
10446,1,1,1,1,1,0,0
10447,1,1,1,1,0,1,0
10448,1,1,1,1,1,1,0
10449,1,1,1,1,1,1,0
10450,1,1,1,1,1,1,0
10451,1,1,1,1,1,1,0
10452,1,1,1,1,1,1,1
10453,1,1,1,1,1,1,1
10454,1,1,1,1,1,1,1
10455,1,1,1,1,0,0,0
10456,1,1,1,1,0,1,0
10461,1,1,1,1,1,1,1
10462,1,1,1,1,1,1,1
10463,1,1,1,1,1,1,1
10464,1,1,1,1,1,1,1
10465,1,1,1,1,1,1,1
10466,1,1,1,1,1,1,1
10467,1,1,1,1,1,1,1
10468,1,1,1,1,1,1,1
10469,1,1,1,1,1,1,1
10470,1,1,1,1,1,1,1
10471,1,1,1,1,1,1,1
10472,1,1,1,1,1,1,1
10473,1,1,1,1,1,1,1
10474,1,1,1,1,1,1,1
10475,1,1,1,1,1,1,1
10476,1,1,1,1,1,1,1
10477,1,1,1,1,1,1,1
10478,1,1,1,1,1,1,1
10479,1,1,1,1,1,1,1
10480,1,1,1,1,1,1,1
10481,1,1,1,1,1,1,1
10482,1,1,1,1,1,1,1
10483,1,1,1,1,1,1,1
10484,1,1,1,1,1,1,1
10485,1,1,1,1,1,1,1
10486,1,1,1,1,1,1,1
10487,1,1,1,1,1,1,1
10488,1,1,1,1,1,1,1
10489,1,1,1,1,1,1,1
10490,1,1,1,1,1,1,0
10491,1,1,1,0,0,0,0
10554,1,1,1,0,0,0,0
10555,1,1,1,0,0,0,0
10556,1,1,1,0,0,0,0
10557,1,1,1,0,0,0,0
10566,1,1,1,1,1,0,0
10567,1,1,1,1,1,0,0
10568,1,1,1,0,0,0,0
10611,1,0,0,0,0,0,0
10612,1,1,0,0,0,0,0
10613,1,0,0,0,0,0,0
10615,1,0,0,0,0,0,0
10616,1,0,0,0,0,0,0
10617,1,0,0,0,0,0,0
10618,1,1,1,1,0,0,0
10619,1,1,1,1,0,0,0
10620,1,1,1,1,1,1,1
10621,1,1,1,1,1,1,1
10622,1,1,1,1,1,1,0
10623,1,1,1,1,1,1,0
10624,1,1,1,1,1,1,0
10625,1,1,1,1,1,1,1
10626,1,1,1,1,1,1,1
10627,1,1,1,1,1,1,1
10628,1,1,1,1,1,1,1
10629,1,1,1,1,1,1,1
10630,1,1,1,1,1,1,0
10635,1,1,1,1,1,1,0
10636,1,1,1,1,1,1,1
10637,1,1,1,1,1,1,1
10638,1,1,1,1,1,1,1
10639,1,1,1,1,1,1,1
10640,1,1,1,1,1,1,1
10641,1,1,1,1,1,1,1
10642,1,1,1,1,1,1,1
10643,1,1,1,1,1,1,1
10644,1,1,1,1,1,1,1
10645,1,1,1,1,1,1,1
10646,1,1,1,1,1,1,1
10647,1,1,1,1,1,1,1
10648,1,1,1,1,1,1,1
10649,1,1,1,1,1,1,1
10650,1,1,1,1,1,1,1
10651,1,1,1,1,1,1,1
10652,1,1,1,1,1,1,1
10653,1,1,1,1,1,1,1
10654,1,1,1,1,1,1,1
10655,1,1,1,1,1,1,1
10656,1,1,1,1,1,1,1
10657,1,1,1,1,1,1,1
10658,1,1,1,1,1,1,1
10659,1,1,1,1,1,1,1
10660,1,1,1,1,1,1,1
10661,1,1,1,1,1,1,1
10662,1,1,1,1,0,0,0
10727,1,1,1,0,0,0,0
10728,1,1,1,0,0,0,0
10729,1,1,1,0,0,0,0
10739,1,1,1,1,1,1,1
10740,1,1,1,1,1,1,1
10741,1,1,1,1,1,1,1
10742,1,1,1,0,0,0,0
10760,1,1,1,1,0,0,0
10761,1,1,1,1,0,0,0
10783,1,1,0,0,0,0,0
10784,1,1,0,0,0,0,0
10785,1,1,0,0,1,0,0
10786,1,1,1,1,1,0,0
10787,1,1,1,1,1,0,0
10788,1,1,0,0,0,0,0
10789,1,0,0,0,0,0,0
10790,1,1,0,0,0,0,0
10791,1,1,1,1,1,0,0
10792,1,1,1,1,1,0,0
10793,1,1,1,1,1,1,1
10794,1,1,1,1,1,1,1
10795,1,1,1,1,1,1,1
10796,1,1,1,1,1,1,0
10797,1,1,1,1,1,1,0
10798,1,1,1,1,1,1,1
10799,1,1,1,1,1,1,1
10800,1,1,1,1,1,1,1
10801,1,1,1,1,1,1,1
10802,1,1,1,1,1,1,1
10803,1,1,1,1,1,1,0
10804,1,1,1,1,1,1,0
10805,1,1,1,1,1,1,0
10806,1,1,1,1,1,1,1
10807,1,1,1,1,1,1,1
10808,1,1,1,1,1,1,0
10809,1,1,1,1,1,1,1
10810,1,1,1,1,1,1,1
10811,1,1,1,1,1,1,1
10812,1,1,1,1,1,1,1
10813,1,1,1,1,1,1,1
10814,1,1,1,1,1,1,1
10815,1,1,1,1,1,1,1
10816,1,1,1,1,1,1,1
10817,1,1,1,1,1,1,1
10818,1,1,1,1,1,1,1
10819,1,1,1,1,1,1,1
10820,1,1,1,1,1,1,1
10821,1,1,1,1,1,1,1
10822,1,1,1,1,1,1,1
10823,1,1,1,1,1,1,1
10824,1,1,1,1,1,1,1
10825,1,1,1,1,1,1,1
10826,1,1,1,1,1,1,1
10827,1,1,1,1,1,1,1
10828,1,1,1,1,1,1,1
10829,1,1,1,1,1,1,1
10830,1,1,1,1,1,1,1
10831,1,1,1,1,1,1,1
10832,1,1,1,1,1,1,0
10833,1,1,1,1,0,0,0
10834,1,1,1,1,0,0,0
10900,1,1,1,0,0,0,0
10901,1,1,1,0,0,0,0
10910,1,1,1,1,0,0,0
10911,1,1,1,1,0,0,0
10912,1,1,1,1,0,0,0
10913,1,1,1,1,1,1,1
10914,1,1,1,1,1,1,1
10915,1,1,1,1,1,1,1
10933,1,1,1,1,1,0,0
10934,1,1,1,1,1,0,0
10935,1,1,1,1,1,0,0
10955,1,1,0,0,0,0,0
10956,1,1,0,0,0,0,0
10957,1,1,1,1,0,0,0
10958,1,1,1,1,1,0,0
10959,1,1,1,1,1,0,0
10960,1,1,1,1,1,0,0
10961,1,1,1,1,1,0,0
10962,1,0,0,0,0,0,0
10963,1,1,0,0,0,0,0
10964,1,1,1,1,1,0,0
10965,1,1,1,1,1,0,0
10966,1,1,1,1,1,1,1
10967,1,1,1,1,1,1,1
10968,1,1,1,1,1,1,1
10969,1,1,1,1,1,1,1
10970,1,1,1,1,1,1,1
10971,1,1,1,1,1,1,0
10972,1,1,1,1,1,1,1
10973,1,1,1,1,1,1,1
10974,1,1,1,1,1,1,1
10975,1,1,1,1,1,1,1
10976,1,1,1,1,1,1,1
10977,1,1,1,1,1,1,0
10978,1,1,1,1,1,1,0
10979,1,1,1,1,1,1,1
10980,1,1,1,1,1,1,1
10981,1,1,1,1,1,1,1
10982,1,1,1,1,1,1,1
10983,1,1,1,1,1,1,1
10984,1,1,1,1,1,1,1
10985,1,1,1,1,1,1,1
10986,1,1,1,1,1,1,1
10987,1,1,1,1,1,1,1
10988,1,1,1,1,1,1,1
10989,1,1,1,1,1,1,1
10990,1,1,1,1,1,1,1
10991,1,1,1,1,1,1,1
10992,1,1,1,1,1,1,1
10993,1,1,1,1,1,1,1
10994,1,1,1,1,1,1,1
10995,1,1,1,1,1,1,1
10996,1,1,1,1,1,1,1
10997,1,1,1,1,1,1,1
10998,1,1,1,1,1,1,1
10999,1,1,1,1,1,1,1
11000,1,1,1,1,1,1,1
11001,1,1,1,1,1,1,1
11002,1,1,1,1,1,1,1
11003,1,1,1,1,1,1,1
11004,1,1,1,1,1,1,1
11005,1,1,1,1,1,1,1
11006,1,1,1,1,1,0,1
11009,1,1,1,1,0,0,0
11010,1,1,1,1,0,0,0
11083,1,1,1,1,0,0,0
11084,1,1,1,1,0,0,0
11085,1,1,1,1,0,0,0
11086,1,1,1,1,1,1,1
11087,1,1,1,1,1,1,1
11088,1,1,1,1,1,1,1
11089,1,1,1,0,0,0,0
11106,1,1,1,1,1,0,0
11107,1,1,1,1,1,0,0
11108,1,1,1,1,1,0,0
11109,1,1,1,1,1,0,0
11127,1,1,0,0,0,0,0
11128,1,1,0,0,0,0,0
11129,1,1,0,0,0,0,0
11130,1,1,0,0,0,0,0
11131,1,1,1,1,0,0,0
11132,1,1,1,1,1,0,0
11133,1,1,1,1,1,0,0
11134,1,1,1,1,1,0,0
11135,1,0,0,0,0,0,0
11137,1,1,1,1,0,0,0
11138,1,1,1,1,0,0,0
11139,1,1,1,1,0,0,0
11140,1,1,1,1,1,1,1
11141,1,1,1,1,1,1,1
11142,1,1,1,1,1,1,1
11143,1,1,1,1,1,1,1
11144,1,1,1,1,1,1,1
11145,1,1,1,1,1,1,0
11146,1,1,1,1,1,1,1
11147,1,1,1,1,1,1,1
11148,1,1,1,1,1,1,1
11149,1,1,1,1,1,1,1
11150,1,1,1,1,1,1,1
11151,1,1,1,1,1,1,0
11152,1,1,1,1,1,1,0
11153,1,1,1,1,1,1,1
11154,1,1,1,1,1,1,1
11155,1,1,1,1,1,1,1
11156,1,1,1,1,1,1,1
11157,1,1,1,1,1,1,1
11158,1,1,1,1,1,1,1
11159,1,1,1,1,1,1,1
11160,1,1,1,1,1,1,1
11161,1,1,1,1,1,1,1
11162,1,1,1,1,1,1,1
11163,1,1,1,1,1,1,1
11164,1,1,1,1,1,1,1
11165,1,1,1,1,1,1,1
11166,1,1,1,1,1,1,1
11167,1,1,1,1,1,1,1
11168,1,1,1,1,1,1,1
11169,1,1,1,1,1,1,1
11170,1,1,1,1,1,1,1
11171,1,1,1,1,1,1,1
11172,1,1,1,1,1,1,1
11173,1,1,1,1,1,1,1
11174,1,1,1,1,1,1,1
11175,1,1,1,1,1,1,1
11176,1,1,1,1,1,1,1
11177,1,1,1,1,1,1,1
11178,1,1,1,1,1,1,1
11179,1,1,1,1,1,1,1
11182,1,1,1,1,0,0,0
11183,1,1,1,1,0,0,0
11255,1,1,1,1,0,0,0
11256,1,1,1,1,0,0,0
11257,1,1,1,1,0,0,0
11259,1,1,1,1,0,0,0
11260,1,1,1,1,1,1,1
11261,1,1,1,1,1,1,1
11262,1,1,1,0,0,0,0
11278,1,0,0,0,0,0,0
11279,1,1,1,1,1,0,0
11280,1,1,1,1,1,0,0
11281,1,1,1,1,1,0,0
11282,1,1,1,1,1,1,1
11299,1,1,0,0,0,0,0
11300,1,1,0,0,0,0,0
11301,1,1,0,0,0,0,0
11302,1,1,0,0,0,0,0
11303,1,1,0,0,0,0,0
11304,1,1,0,0,0,0,0
11306,1,1,1,1,1,0,0
11307,1,1,1,1,1,0,0
11308,1,1,1,1,1,0,0
11309,1,1,1,1,0,0,0
11310,1,1,1,1,0,0,0
11311,1,1,1,1,0,0,0
11312,1,1,1,1,0,0,0
11313,1,1,1,1,1,1,1
11314,1,1,1,1,1,1,1
11315,1,1,1,1,1,1,1
11316,1,1,1,1,1,1,1
11317,1,1,1,1,1,1,0
11318,1,1,1,1,1,1,1
11319,1,1,1,1,1,1,1
11320,1,1,1,1,1,1,0
11321,1,1,1,1,1,1,0
11322,1,1,1,1,1,1,1
11323,1,1,1,1,1,1,1
11324,1,1,1,1,1,1,1
11325,1,1,1,1,1,1,1
11326,1,1,1,1,1,1,1
11327,1,1,1,1,1,1,1
11328,1,1,1,1,1,1,1
11329,1,1,1,1,1,1,1
11330,1,1,1,1,1,1,1
11331,1,1,1,1,1,1,1
11332,1,1,1,1,1,1,1
11333,1,1,1,1,1,1,1
11334,1,1,1,1,1,1,1
11335,1,1,1,1,1,1,1
11336,1,1,1,1,1,1,1
11337,1,1,1,1,1,1,1
11338,1,1,1,1,1,1,1
11339,1,1,1,1,1,1,1
11340,1,1,1,1,1,1,1
11341,1,1,1,1,1,1,1
11342,1,1,1,1,1,1,1
11343,1,1,1,1,1,1,1
11344,1,1,1,1,1,1,1
11345,1,1,1,1,1,1,1
11346,1,1,1,1,1,1,1
11347,1,1,1,1,1,1,1
11348,1,1,1,1,1,1,1
11349,1,1,1,1,1,1,1
11350,1,1,1,1,1,1,1
11351,1,1,1,1,1,1,1
11352,1,1,1,1,1,1,1
11353,1,1,1,1,1,1,0
11355,1,1,1,1,0,0,0
11356,1,1,1,1,0,0,0
11429,1,1,1,1,0,0,0
11432,1,1,1,1,1,1,0
11433,1,1,1,1,0,0,0
11434,1,1,1,0,0,0,0
11451,1,0,0,0,0,0,0
11452,1,0,0,0,0,0,0
11453,1,1,1,1,1,0,0
11454,1,0,0,0,1,0,0
11455,1,0,0,0,0,0,0
11470,1,1,1,0,0,0,0
11471,1,1,1,0,0,0,0
11472,1,1,0,0,0,0,0
11473,1,1,0,0,0,0,0
11474,1,1,0,0,0,0,0
11475,1,1,0,0,0,0,0
11476,1,1,1,1,0,0,0
11477,1,1,1,1,0,0,0
11478,1,1,1,1,0,0,0
11479,1,1,1,1,0,0,0
11480,1,1,1,1,1,0,0
11481,1,1,1,1,1,1,0
11482,1,1,1,1,1,1,1
11483,1,1,1,1,1,1,0
11484,1,1,1,1,1,0,0
11485,1,1,1,1,1,0,0
11486,1,1,1,1,1,1,1
11487,1,1,1,1,1,1,1
11488,1,1,1,1,1,1,1
11489,1,1,1,1,1,1,1
11490,1,1,1,1,1,1,1
11491,1,1,1,1,1,1,1
11492,1,1,1,1,1,1,1
11493,1,1,1,1,1,1,0
11494,1,1,1,1,1,1,0
11495,1,1,1,1,1,1,1
11496,1,1,1,1,1,1,1
11497,1,1,1,1,1,1,1
11498,1,1,1,1,1,1,1
11499,1,1,1,1,1,1,1
11500,1,1,1,1,1,1,1
11501,1,1,1,1,1,1,1
11502,1,1,1,1,1,1,1
11503,1,1,1,1,1,1,1
11504,1,1,1,1,1,1,1
11505,1,1,1,1,1,1,1
11506,1,1,1,1,1,1,1
11507,1,1,1,1,1,1,1
11508,1,1,1,1,1,1,1
11509,1,1,1,1,1,1,1
11510,1,1,1,1,1,1,1
11511,1,1,1,1,1,1,1
11512,1,1,1,1,1,1,1
11513,1,1,1,1,1,1,1
11514,1,1,1,1,1,1,1
11515,1,1,1,1,1,1,1
11516,1,1,1,1,1,1,1
11517,1,1,1,1,1,1,1
11518,1,1,1,1,1,1,1
11519,1,1,1,1,1,1,1
11520,1,1,1,1,1,1,1
11521,1,1,1,1,1,1,1
11522,1,1,1,1,1,1,1
11523,1,1,1,1,1,1,1
11524,1,1,1,1,1,1,1
11525,1,1,1,1,1,1,1
11526,1,1,1,1,1,1,1
11527,1,1,1,1,1,1,1
11528,1,1,1,1,1,1,1
11529,1,1,0,0,0,0,1
11604,1,1,1,1,1,1,1
11605,1,1,1,1,1,1,1
11612,1,1,1,1,1,0,0
11623,1,1,1,0,0,0,0
11624,1,1,1,1,1,1,1
11625,1,1,1,1,1,1,1
11626,1,1,1,1,1,1,1
11627,1,0,0,0,0,0,0
11628,1,0,0,0,0,0,0
11630,1,1,0,0,0,0,0
11631,1,1,0,0,0,0,0
11632,1,1,0,0,0,0,0
11643,1,1,1,0,0,0,0
11644,1,1,1,0,0,0,0
11645,1,1,1,1,0,0,0
11646,1,1,1,1,0,0,0
11647,1,1,1,1,0,0,0
11648,1,1,1,1,0,0,0
11649,1,1,1,1,0,0,0
11650,1,1,1,1,0,0,0
11651,1,1,1,1,0,0,0
11652,1,1,1,1,0,0,0
11653,1,1,1,1,1,0,0
11654,1,1,1,1,1,1,0
11655,1,1,1,1,1,1,1
11656,1,1,1,1,1,1,0
11657,1,1,1,1,1,0,0
11658,1,1,1,1,1,0,0
11659,1,1,1,1,1,1,1
11660,1,1,1,1,1,1,1
11661,1,1,1,1,1,1,1
11662,1,1,1,1,1,1,1
11663,1,1,1,1,1,1,1
11664,1,1,1,1,1,1,1
11665,1,1,1,1,1,1,1
11666,1,1,1,1,1,1,0
11667,1,1,1,1,1,1,0
11668,1,1,1,1,1,1,1
11669,1,1,1,1,1,1,1
11670,1,1,1,1,1,1,1
11671,1,1,1,1,1,1,1
11672,1,1,1,1,1,1,1
11673,1,1,1,1,1,1,1
11674,1,1,1,1,1,1,1
11675,1,1,1,1,1,1,1
11676,1,1,1,1,1,1,1
11677,1,1,1,1,1,1,1
11678,1,1,1,1,1,1,1
11679,1,1,1,1,1,1,1
11680,1,1,1,1,1,1,1
11681,1,1,1,1,1,1,1
11682,1,1,1,1,1,1,1
11683,1,1,1,1,1,1,1
11684,1,1,1,1,1,1,1
11685,1,1,1,1,1,1,1
11686,1,1,1,1,1,1,1
11687,1,1,1,1,1,1,1
11688,1,1,1,1,1,1,1
11689,1,1,1,1,1,1,1
11690,1,1,1,1,1,1,1
11691,1,1,1,1,1,1,1
11692,1,1,1,1,1,1,1
11693,1,1,1,1,1,1,1
11694,1,1,1,1,1,1,1
11695,1,1,1,1,1,1,1
11696,1,1,1,1,1,1,1
11697,1,1,1,1,1,1,1
11698,1,1,1,1,1,1,1
11699,1,1,1,1,1,1,1
11700,1,1,1,1,1,1,1
11701,1,1,1,1,1,1,1
11702,1,1,1,1,1,1,1
11777,1,1,1,1,0,0,0
11784,1,0,0,0,0,0,0
11785,1,1,1,1,1,0,0
11786,1,0,0,0,0,0,0
11787,1,0,0,0,0,0,0
11788,1,0,0,0,0,0,0
11795,1,1,1,1,1,1,0
11796,1,1,1,1,1,1,1
11797,1,1,1,1,1,1,1
11798,1,1,1,1,1,1,1
11799,1,1,1,1,1,1,1
11800,1,1,1,1,1,1,1
11803,1,1,0,0,0,0,0
11804,1,1,0,0,0,0,0
11805,1,1,0,0,0,0,0
11809,1,1,0,0,0,0,0
11810,1,1,0,0,0,0,0
11811,1,0,0,0,0,0,0
11818,1,1,1,1,0,0,0
11819,1,1,1,1,0,0,0
11820,1,1,1,1,0,0,0
11821,1,1,1,1,0,0,0
11822,1,1,1,1,0,0,0
11823,1,1,1,1,1,0,0
11824,1,1,1,1,0,0,0
11825,1,1,1,1,0,0,0
11826,1,1,1,1,1,0,0
11827,1,1,1,1,1,0,0
11828,1,1,1,1,1,0,0
11829,1,1,1,1,1,0,0
11830,1,1,1,1,1,1,0
11831,1,1,1,1,1,1,1
11832,1,1,1,1,1,1,0
11833,1,1,1,1,1,1,0
11834,1,1,1,1,1,1,1
11835,1,1,1,1,1,1,1
11836,1,1,1,1,1,1,1
11837,1,1,1,1,1,1,1
11838,1,1,1,1,1,1,1
11839,1,1,1,1,1,1,0
11840,1,1,1,1,1,1,0
11841,1,1,1,1,1,1,1
11842,1,1,1,1,1,1,1
11843,1,1,1,1,1,1,1
11844,1,1,1,1,1,1,1
11845,1,1,1,1,1,1,1
11846,1,1,1,1,1,1,1
11847,1,1,1,1,1,1,1
11848,1,1,1,1,1,1,1
11849,1,1,1,1,1,1,1
11850,1,1,1,1,1,1,1
11851,1,1,1,1,1,1,1
11852,1,1,1,1,1,1,1
11853,1,1,1,1,1,1,1
11854,1,1,1,1,1,1,1
11855,1,1,1,1,1,1,1
11856,1,1,1,1,1,1,1
11857,1,1,1,1,1,1,1
11858,1,1,1,1,1,1,1
11859,1,1,1,1,1,1,1
11860,1,1,1,1,1,1,1
11861,1,1,1,1,1,1,1
11862,1,1,1,1,1,1,1
11863,1,1,1,1,1,1,1
11864,1,1,1,1,1,1,1
11865,1,1,1,1,1,1,1
11866,1,1,1,1,1,1,1
11867,1,1,1,1,1,1,1
11868,1,1,1,1,1,1,1
11869,1,1,1,1,1,1,1
11870,1,1,1,1,1,1,1
11871,1,1,1,1,1,1,1
11872,1,1,1,1,1,1,1
11873,1,1,1,1,1,1,1
11874,1,1,1,1,1,1,1
11875,1,1,1,1,1,1,1
11957,1,0,0,0,0,0,0
11958,1,0,0,0,0,0,0
11959,1,0,0,0,0,0,0
11960,1,0,0,0,0,0,0
11961,1,0,0,0,0,0,0
11965,1,1,1,0,0,0,0
11966,1,1,1,0,0,0,0
11968,1,1,1,1,1,1,1
11969,1,1,1,1,1,1,1
11970,1,1,1,1,1,1,1
11971,1,1,1,1,1,1,1
11972,1,1,1,1,1,1,1
11979,1,1,0,0,0,0,0
11981,1,1,0,0,0,0,0
11982,1,1,0,0,0,0,0
11983,1,1,0,0,0,0,0
11984,1,1,0,0,0,0,0
11985,1,1,0,0,0,0,0
11986,1,1,0,0,0,0,0
11989,1,0,0,0,0,0,0
11990,1,1,0,0,0,0,0
11991,1,1,1,1,0,0,0
11992,1,1,1,1,0,0,0
11993,1,1,1,1,1,0,0
11994,1,1,1,1,1,1,0
11995,1,1,1,1,1,1,0
11996,1,1,1,1,1,0,0
11997,1,1,1,1,0,0,0
11998,1,1,1,1,0,0,0
11999,1,1,1,1,1,0,0
12000,1,1,1,1,1,0,0
12001,1,1,1,1,1,0,0
12002,1,1,1,1,1,0,0
12003,1,1,1,1,1,1,0
12004,1,1,1,1,1,1,1
12005,1,1,1,1,1,1,1
12006,1,1,1,1,1,1,1
12007,1,1,1,1,1,1,1
12008,1,1,1,1,1,1,1
12009,1,1,1,1,1,1,0
12010,1,1,1,1,1,1,0
12011,1,1,1,1,1,1,1
12012,1,1,1,1,1,1,1
12013,1,1,1,1,1,1,1
12014,1,1,1,1,1,1,1
12015,1,1,1,1,1,1,1
12016,1,1,1,1,1,1,1
12017,1,1,1,1,1,1,1
12018,1,1,1,1,1,1,1
12019,1,1,1,1,1,1,1
12020,1,1,1,1,1,1,1
12021,1,1,1,1,1,1,1
12022,1,1,1,1,1,1,1
12023,1,1,1,1,1,1,1
12024,1,1,1,1,1,1,1
12025,1,1,1,1,1,1,1
12026,1,1,1,1,1,1,1
12027,1,1,1,1,1,1,1
12028,1,1,1,1,1,1,1
12029,1,1,1,1,1,1,1
12030,1,1,1,1,1,1,1
12031,1,1,1,1,1,1,1
12032,1,1,1,1,1,1,1
12033,1,1,1,1,1,1,1
12034,1,1,1,1,1,1,1
12035,1,1,1,1,1,1,1
12036,1,1,1,1,1,1,1
12037,1,1,1,1,1,1,1
12038,1,1,1,1,1,1,1
12039,1,1,1,1,1,1,1
12040,1,1,1,1,1,1,1
12041,1,1,1,1,1,1,1
12042,1,1,1,1,1,1,1
12043,1,1,1,1,1,1,1
12044,1,1,1,1,1,1,1
12045,1,1,1,1,1,1,1
12046,1,1,1,1,1,1,1
12047,1,1,1,1,1,1,1
12048,1,1,1,1,1,1,1
12055,1,0,0,1,1,1,0
12056,1,0,0,1,1,1,0
12057,1,1,1,0,0,0,0
12130,1,0,0,0,0,0,0
12131,1,0,0,0,0,0,0
12132,1,0,0,0,0,0,0
12138,1,1,1,0,0,0,0
12141,1,1,1,1,1,1,1
12142,1,1,1,1,1,1,1
12143,1,1,1,1,1,1,1
12144,1,1,1,1,1,1,1
12145,1,1,1,1,1,1,1
12148,1,1,0,1,0,0,0
12149,1,1,1,1,0,0,0
12150,1,1,1,1,0,0,0
12151,1,1,1,1,0,0,0
12152,1,1,1,1,0,0,0
12153,1,1,1,0,0,0,0
12154,1,1,0,0,0,0,0
12157,1,1,0,0,0,0,0
12158,1,1,0,0,0,0,0
12159,1,1,1,1,1,0,0
12160,1,1,1,1,1,0,0
12161,1,1,0,0,0,0,0
12163,1,1,0,0,0,0,0
12164,1,1,0,0,0,0,0
12166,1,1,1,1,1,0,0
12167,1,1,1,1,1,1,0
12168,1,1,1,1,1,1,0
12169,1,0,0,0,1,0,0
12170,1,0,0,1,0,0,0
12171,1,0,0,1,0,0,0
12172,1,0,0,1,0,0,0
12173,1,0,0,0,0,0,0
12174,1,0,0,0,0,0,0
12177,1,1,1,1,1,0,0
12178,1,1,1,1,1,1,0
12179,1,1,1,1,1,0,0
12180,1,1,1,1,1,1,0
12181,1,1,1,1,1,1,0
12182,1,1,1,1,1,1,0
12183,1,1,1,1,0,1,0
12184,1,1,1,1,1,1,1
12185,1,1,1,1,1,1,1
12186,1,1,1,1,1,1,1
12187,1,1,1,1,1,1,1
12188,1,1,1,1,1,1,1
12189,1,1,1,1,1,1,1
12190,1,1,1,1,1,1,1
12191,1,1,1,1,1,1,1
12192,1,1,1,1,1,1,1
12193,1,1,1,1,1,1,1
12194,1,1,1,1,1,1,1
12195,1,1,1,1,1,1,1
12196,1,1,1,1,1,1,1
12197,1,1,1,1,1,1,1
12198,1,1,1,1,1,1,1
